Sigla Empresa,Nombre,Fecha,A¤o,N£mero de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tr fico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tr fico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BOM,MUMBAI,MUMBAI,INDIA,I,R,55,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BRU,BRUXELLES,BRUSELAS,BELGICA,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BUD,FERIHEGY,BUDAPEST,HUNGRIA,I,R,34,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CAI,AEROPUERTO INTERNACIONAL DE EL CAIRO,EL CAIRO,EGIPTO,I,R,52,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CAN,AEROPUERTO INTERNACIONAL BAIYUN,CANTON,CHINA,I,R,163,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,R,38,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CEB,AEROPUERTO INTERNACIONAL DE MACT?N-CEB?,CEBU,FILIPINAS,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CKY,CONAKRY INTERNATIONAL AIRPORT,CONAKRY,GUINEA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CMN,MOHAMMED V,CASABLANCA,MARRUECOS,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,COO,COTON?-CADJEHOUN,COTONU,BENIN,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CPH,KASTRUP,COPENHAGEN,DINAMARCA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DAR,AEROPUERTO INTERNACIONAL JULIUS NYERERE,DAR ES SALAM,TANZANIA,I,R,5,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DBV,DUBROVNIK,DUBROVICK,CROACIA,I,R,4,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DEL,AEROPUERTO INTERNACIONAL INDIRA GANDHI,NUEVA DELHI,INDIA,I,R,51,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DLM,SAN CRISTOBAL LOS MONTONES,SAN CRISTOBAL,REPUBLICA DOMINICANA,I,R,15,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DOH,DOHA,QATAR,QATAR,I,R,40,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DUB,DUBLIN,DUBLIN,IRLANDA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DUS,DUSSELDORT INTER,ALEMANIA,EUROPA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,I,R,326,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ESB,ANKARA/ESENBOGA,ANKARA,TURKEY,I,R,26,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,FCO,FIUMIFINO,ROMA,ITALIA,I,R,62,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,R,5,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,GVA,SESTRI,GENOVA,ITALIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HAJ,HANNOVER,HANNOVER,ALEMANIA,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HAM,FUHLSBUETTEL,HAMBURG,ALEMANIA,I,R,6,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HEL,AEROPUERTO DE HELSINKI-VANTAA,HELSINKI,FINLANDIA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HKG,CHEK LAP KOK,HONG KONG,HONG KONG,I,R,80,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,HND,HENDERSON EXECUTIVE,LAS VEGAS,ESTADOS UNIDOS,I,R,15,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,I,R,52,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQU?A,I,R,"2,746",0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,I,R,4,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,KUL,SEPANG,KUALA,MALASIA,I,R,26,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,KWI,INTERNATIONAL KUWAIT,KUWAIT,KUWAIT,I,R,14,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LGW,GATWICK,SHANWIK,INGLATERRA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,R,13,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,LOS,AEROPUERTO INTERNACIONAL MURTALA MUHAMMED,LAGOS,NIGERIA,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MAD,BARAJAS,MADRID,ESPA¥A,I,R,13,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,0,"264,625",Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MLA,MALTA INTERNATIONAL,ITALIA,EUROPA,I,R,84,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MNL,NINOY AQUINO,MANILA,FILIPINAS,I,R,50,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,R,60,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,NAP,CAPODICHINO,NAPOLES,ITALIA,I,R,6,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,R,13,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,OPO,PORTO,PORTO,PORTUGAL,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,OSL,GARDERMOEN,OSLO,NORUEGA,I,R,6,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,OTP,AEROPUERTO DE OTOPENI,BUCAREST,RUMANIA,I,R,22,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PEK,BEIJING,BEIJING,CHINA,I,R,71,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PRG,RUZYNE,PRAGA,NUEVA ZELANDA,I,R,23,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,PVG,PU DONG,SHANGHAI,CHINA,I,R,255,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,RIX,RIGA INTER,RIGA,LATVIA,I,R,4,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,RUH,KING KHA LED,RIYADH,ARABIA SAUDI,I,R,11,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SIN,AEROPUERTO INTERNACIONAL DE SINGAPUR,SINGAPUR,SINGAPUR,I,R,21,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SKG,MACEDONIA INTL,GRECIA,EUROPA,I,R,6,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,STR,AEROPUERTO DE STUTTGART,STUTTGART,ALEMANIA,I,R,5,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,SYD,KINGSFORD SMITH,SYDNEY,AUSTRALIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,TPE,CHIANG KAI SHEK,TAIPEI,TAIWAN,I,R,15,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,VAR,AEROPUERTO DE VARNA,VARNA,BULGARIA,I,R,15,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,VCE,TESSERA,VENECIA,ITALIA,I,R,9,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,I,R,28,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,VKO,MOSCOW/VNUKOVO,MOSCU,RUSIA,I,R,168,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,WAW,FEDERIC CHOPN,WARSAW,POLONIA,I,R,76,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ZAG,ZAGREB-PLESO,ZAGREB,CROACIA,I,R,45,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,ZRH,ZURICH,ZURICH,SUIZA,I,R,6,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BOM,MUMBAI,MUMBAI,INDIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,36,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BRU,BRUXELLES,BRUSELAS,BELGICA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,5,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,BUD,FERIHEGY,BUDAPEST,HUNGRIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,31,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,CAI,AEROPUERTO INTERNACIONAL DE EL CAIRO,EL CAIRO,EGIPTO,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,50,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,CAN,AEROPUERTO INTERNACIONAL BAIYUN,CANTON,CHINA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,170,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,CMN,MOHAMMED V,CASABLANCA,MARRUECOS,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,CPH,KASTRUP,COPENHAGEN,DINAMARCA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DBV,DUBROVNIK,DUBROVICK,CROACIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DEL,AEROPUERTO INTERNACIONAL INDIRA GANDHI,NUEVA DELHI,INDIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,50,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DOH,DOHA,QATAR,QATAR,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,32,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DUB,DUBLIN,DUBLIN,IRLANDA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DUS,DUSSELDORT INTER,ALEMANIA,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,7,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,428,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,ESB,ANKARA/ESENBOGA,ANKARA,TURKEY,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,FCO,FIUMIFINO,ROMA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,55,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,15,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,GVA,SESTRI,GENOVA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,HAJ,HANNOVER,HANNOVER,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,13,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,HAM,FUHLSBUETTEL,HAMBURG,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,16,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,HEL,AEROPUERTO DE HELSINKI-VANTAA,HELSINKI,FINLANDIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,HKG,CHEK LAP KOK,HONG KONG,HONG KONG,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,68,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,HND,HENDERSON EXECUTIVE,LAS VEGAS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,28,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,17,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQU?A,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,"1,744",0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,KUL,SEPANG,KUALA,MALASIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,31,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,KWI,INTERNATIONAL KUWAIT,KUWAIT,KUWAIT,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,LEJ,LEIPZIG/HALLE AIRPORT,SCHKEUDITZ,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,LGW,GATWICK,SHANWIK,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,LHR,HEATHROW,LONDRES,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,5,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,LIS,LISBOA,LISBOA,PORTUGAL,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,LOS,AEROPUERTO INTERNACIONAL MURTALA MUHAMMED,LAGOS,NIGERIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MAD,BARAJAS,MADRID,ESPA¥A,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,7,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,0,"46,976",Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MLA,MALTA INTERNATIONAL,ITALIA,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,55,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MNL,NINOY AQUINO,MANILA,FILIPINAS,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,106,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,MXP,MALPENSA,MILANO,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,47,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,NAP,CAPODICHINO,NAPOLES,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,NRT,NARITA,TOKIO,JAPON,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,OPO,PORTO,PORTO,PORTUGAL,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,OSL,GARDERMOEN,OSLO,NORUEGA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,OTP,AEROPUERTO DE OTOPENI,BUCAREST,RUMANIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,11,0,Internacional,Regular,Regular,marzo
THY,TURKISH AIRLINES INC,3/1/2025,2025,3,PEK,BEIJING,BEIJING,CHINA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,I,R,143,0,Internacional,Regular,Regular,marzo
